specimenID,GUID_triplet,GUID_url,latitude,longitude,putative_sex,Family,Latin_name,County,year_collected,Na,Mg,Al,P,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Cd,Pb,skull_length,skull_height,skull_width,total_length,tail_length,hindfoot,county_decade_pop,closest_pop,closest_pop_size_atTime,pop_type,distance_to_pop,county_area_m
373,MMNH:Mamm:373,https://arctos.database.museum/guid/MMNH:Mamm:373,47.8222,-90.425,F,Soricidae,Blarina brevicauda,Cook,1922,2290.621147,457.5413061,148.8049236,3067.221567,5654.874623,937.7872307,0.445187481,1.42700827,13.22990275,341.7772332,0.221032413,2.096229327,111.642722,122.6603312,20289.01059,2.021088327,0.434496072,47.0488035,12.1,6.82,12.73,127,27,14,1841,Grand Marais,443,City,10478.00346,4160756414
389,MMNH:Mamm:389,https://arctos.database.museum/guid/MMNH:Mamm:389,47.5533,-90.8733,F,Soricidae,Blarina brevicauda,Cook,1922,1711.857762,335.7736791,172.3928534,2534.742515,3650.775475,828.9618164,0.568765615,1.722604877,11.80404553,218.271635,0.271279995,1.016099734,21.98754485,62.52997157,195713.2875,1.756364094,0.537179196,30.24201385,11.53,6.53,12.65,124,26,21,1841,Township of Tofte,106,Township,3615.347529,4160756414
393,MMNH:Mamm:393,https://arctos.database.museum/guid/MMNH:Mamm:393,47.5088,-91.0499,M,Soricidae,Blarina brevicauda,Cook,1922,3010.032472,446.8121528,154.9347034,3411.952523,5127.45294,780.4088668,0.332349196,4.28139195,7.194104321,250.1465958,0.166243076,2.141580365,47.25357243,105.9445257,58770.88305,1.950030429,0.307321722,27.63620194,12.1,6.69,11.95,113,26,16,1841,Township of Tofte,106,Township,17645.26567,4160756414
397,MMNH:Mamm:397,https://arctos.database.museum/guid/MMNH:Mamm:397,47.8686,-90.6347,M,Soricidae,Blarina brevicauda,Cook,1922,1684.322997,457.9694994,99.52826641,2213.688698,3537.943992,989.7921303,0.542562348,22.12884574,13.13849289,238.4043773,0.15846877,1.434141843,21.9677729,116.2667118,95668.45322,1.335500284,0.343251338,145.4120196,11.66,6.38,11.79,125,27,16,1841,Lutsen,125,Populated Pl,25786.90232,4160756414
652,MMNH:Mamm:652,https://arctos.database.museum/guid/MMNH:Mamm:652,NA,NA,F,Soricidae,Blarina brevicauda,Cook,1923,1127.896751,367.7069511,68.53665186,1920.655386,3632.863478,1117.689959,3.78689959,0.796212931,6.38488824,146.8910899,0.09963147,1.082643229,42.88914445,158.4003534,147545.048,27.54965414,53.07869212,320.3570744,11.13,6.6,12.16,110,21,14,1841,,NA,,NA,4160756414
7438,MMNH:Mamm:7438,https://arctos.database.museum/guid/MMNH:Mamm:7438,47.8798,-89.911,F,Soricidae,Blarina brevicauda,Cook,1965,19264.94527,461.7540724,9.735498176,2510.215986,5150.527074,957.4183869,<LOD,0.517889966,2.429215013,76.06316327,0.080818775,1.233720485,7.53152751,155.9543432,366.6788159,1.137005163,0.732505282,4.086560307,11.36,6.56,12.15,107,20,14,3423,Grand Portage Reservation,NA,Tribal,19330.0643,4160756414
11221,MMNH:Mamm:11221,https://arctos.database.museum/guid/MMNH:Mamm:11221,47.764,-90.569,M,Soricidae,Blarina brevicauda,Cook,1972,2017.938509,579.0391275,70.04359766,2454.394216,5348.05568,1527.20673,0.208090874,0.852620618,18.48666891,179.2090037,0.251439602,8.242658956,10.59691368,139.0666273,59.75335382,1.05115791,0.585370219,9.570131144,12.16,6.78,12.54,128,29,16,3423,Lutsen,NA,Populated Pl,16844.26189,4160756414
11234,MMNH:Mamm:11234,https://arctos.database.museum/guid/MMNH:Mamm:11234,48.0957,-90.8301,F,Soricidae,Blarina brevicauda,Cook,1972,2851.116695,616.1522814,69.72708625,5101.626701,8505.504336,855.5272312,0.234044207,2.231899075,16.42390402,352.1209783,0.559760943,5.209604106,13.27802224,95.41609932,79.12181536,1.475271756,0.310470996,20.16425027,11.97,6.8,12.5,115,26,16,3423,Lutsen,NA,Populated Pl,51502.95042,4160756414
2781,MMNH:Mamm:2781,https://arctos.database.museum/guid/MMNH:Mamm:2781,NA,NA,,Soricidae,Blarina brevicauda,Lake of the woods,1949,30160.60054,445.8915256,30.28576057,4179.67328,5591.63254,731.5672709,<LOD,0.602672903,5.360853661,135.3553625,0.077324738,1.177671279,17.22289301,92.92239858,601.9067006,1.257503724,0.464169385,8.170526811,12.02,7.13,12.78,115,25,15,4955,,NA,,NA,4608320923
2843,MMNH:Mamm:2843,https://arctos.database.museum/guid/MMNH:Mamm:2843,47.0228,-91.6706,M,Soricidae,Blarina brevicauda,Lake,1940,19025.05243,682.0383247,58.12780356,5284.726515,7016.792114,758.1842187,0.545447181,1.192124579,9.421173091,292.2794147,0.181374188,1.315001231,113.2749967,136.4252383,37227.37412,2.364292028,5.882996522,20.75519809,11.8,6.85,12.21,110,21,15,6956,Two Harbors,4046,City,3.88847681,5924950382
9142,MMNH:Mamm:9142,https://arctos.database.museum/guid/MMNH:Mamm:9142,47.2165,-94.629,M,Muridae,Peromyscus leucopus,Cass,1966,34860.12847,390.1078456,31.62781405,3506.961913,4835.355309,728.0496531,0.096682606,0.47065644,4.854597199,101.9852878,0.115777868,0.832235171,7.921398653,63.03232862,24.06684006,0.342850125,0.474621278,3.726876182,15.95,7.88,11.82,175,82,21,16720,Laporte,155,City,9463.011697,6249034272
9366,MMNH:Mamm:9366,https://arctos.database.museum/guid/MMNH:Mamm:9366,47.0257,-94.6561,F,Muridae,Peromyscus leucopus,Cass,1967,35791.11866,401.3704154,17.71957413,3123.467289,5506.045324,708.544767,<LOD,0.360822292,3.047668971,63.89163218,0.11814065,7.174587108,8.439421958,84.9739363,16.63838679,0.632754516,0.202574933,2.104798393,15.77,8.3,11.9,175,81,21,16720,Akeley,468,City,6137.372402,6249034272
15675,MMNH:Mamm:15675,https://arctos.database.museum/guid/MMNH:Mamm:15675,46.6224,-94.7383,F,Sciuridae,Sciurus carolinensis,Cass,1969,17848.0179,352.9668827,17.8432538,3089.4217,3631.482648,426.7874734,0.039611988,0.521833733,2.154233797,52.39611608,0.028991491,0.812283227,5.026262825,39.27960322,56.06522735,0.297603974,0.478213748,4.358478623,34.14,18.8,26.89,462,210,66,17323,Township of Lyons (Poplar),207,Township,7016.541409,6249034272
18349,MMNH:Mamm:18349,https://arctos.database.museum/guid/MMNH:Mamm:18349,47.231,-95.1956,M,Muridae,Peromyscus leucopus,Clearwater,1999,4203.971841,521.3423803,57.73312925,5467.070901,5962.45615,594.8085,0.042121097,0.832826339,3.524884291,155.37321,0.184729171,10.62458435,13.67994485,93.04661516,2.113277279,0.802330451,0.139866366,3.573585571,15.71,8.01,11.27,149,69,20,NA,Lake George,NA,Populated Pl,15744.40721,2666946277
18352,MMNH:Mamm:18352,https://arctos.database.museum/guid/MMNH:Mamm:18352,47.1876,-95.1785,F,Muridae,Peromyscus leucopus,Clearwater,1999,3186.075137,674.9669489,32.9121195,5584.125425,7420.315931,658.7527289,<LOD,0.441293064,3.315957417,80.32161885,0.075404764,3.629330129,8.986686248,94.41636533,4.488684361,0.521905163,0.100781149,3.909409258,16.12,8.02,12.04,155,75,22,NA,Lake George,NA,Populated Pl,14110.26014,2666946277
19069,MMNH:Mamm:19069,https://arctos.database.museum/guid/MMNH:Mamm:19069,47.2331,-95.2581,M,Muridae,Peromyscus leucopus,Clearwater,2005,5398.203519,1093.196036,49.82424764,10076.61078,15310.04586,928.5326879,<LOD,3.810008622,7.134191667,171.237838,0.083537942,1.568780161,11.23184851,152.9546253,62.79877851,1.314163332,0.134801449,21.70803842,14.92,7.54,11.56,154,74,19,NA,South End,NA,Populated Pl,19079.2558,2666946277
15066,MMNH:Mamm:15066,https://arctos.database.museum/guid/MMNH:Mamm:15066,47.3728,-96.168,F,Soricidae,Blarina brevicauda,Norman,1988,4468.487863,794.0420802,79.05736823,5188.715025,7564.138788,1965.339006,0.183666271,1.334071686,24.27267857,157.5021873,0.218119105,45.04217313,37.6742542,110.1829887,449.9150021,1.860990138,0.690736474,6.567682059,12.42,6.38,12.72,124,28,11,7816,Gary (Mahnomen),1024,City,7497.798711,2272680681
14439,MMNH:Mamm:14439,https://arctos.database.museum/guid/MMNH:Mamm:14439,47.5349,-94.8141,F,Muridae,Peromyscus leucopus,Beltrami,1979,4224.16183,1474.537092,31.25280791,7105.929785,11436.96758,975.1569002,<LOD,0.868110127,43.52653487,102.056503,0.104545445,5.995077883,15.71439958,110.8731705,7.136723352,0.851088966,0.515796636,4.807199152,13.82,7.63,11.91,173,76,12,30982,Township of Northern,3211,Township,3094.840969,7911449533
11931,MMNH:Mamm:11931,https://arctos.database.museum/guid/MMNH:Mamm:11931,46.87844,-94.8392,M,Soricidae,Blarina brevicauda,Hubbard,1972,2019.822936,825.4754904,36.03589607,2686.879809,4574.6687,1415.33975,0.155660768,0.381765633,19.52472929,241.5590548,0.254120116,2.407892117,12.20477604,124.3289267,10.08270931,1.578015697,0.45132384,6.281675996,11.89,6.5,12.6,125,25,15,10583,Nevis,NA,City,9652.441586,2588109757
14408,MMNH:Mamm:14408,https://arctos.database.museum/guid/MMNH:Mamm:14408,47.2023,-96.1841,F,Soricidae,Blarina brevicauda,Norman,1979,2752.674151,660.4628156,62.83068471,4074.831097,7794.707387,1405.241234,0.127925016,0.702397125,30.15346316,192.6397388,0.192711835,6.430736412,11.04732401,126.0681066,17.59712746,2.278823038,0.674251623,7.801907317,12.02,6.66,12.8,120,21,16,9379,Township of Flom,286,Township,5716.241995,2272680681
2845,MMNH:Mamm:2845,https://arctos.database.museum/guid/MMNH:Mamm:2845,NA,NA,F,Soricidae,Blarina brevicauda,Itasca,1938,2898.631776,607.7157117,135.2835777,3187.182796,4737.395828,1878.138127,0.724412825,2.332249785,16.0790343,421.5298072,0.266253525,3.344517168,26.25714297,180.7600624,5126.248831,1.821111248,2.066603464,9693.972452,12.13,6.73,12.15,120.6,23.8,14.3,32996,,NA,,NA,7577272797
15227,MMNH:Mamm:15227,https://arctos.database.museum/guid/MMNH:Mamm:15227,45.2368,-96.39,M,Muridae,Peromyscus leucopus,Lac qui parle,1988,3302.305254,668.6713269,192.8743373,4183.186961,6397.535586,1285.201999,0.282509901,2.254634367,14.85765057,289.6487473,0.21399625,5.604780114,13.01807047,104.0332719,80.79658575,1.563955798,0.424276443,10.91214922,14.16,8.64,12.36,194,91,22,8924,Odessa (Appleton),1552,City,5453.670869,2016664273
16517,MMNH:Mamm:16517,https://arctos.database.museum/guid/MMNH:Mamm:16517,44.9695,-96.3591,F,Soricidae,Blarina brevicauda,Lac qui parle,1991,18878.65369,861.4112474,149.4861951,6000.012148,7756.460206,1244.823162,0.266812147,2.000004436,16.99357432,239.4499179,0.330021908,9.419101249,9.332731496,603.7705137,126.8227906,3.482198801,0.491152231,2.358853238,12.43,7.39,12.66,134,30,16,8924,Marietta (Madison),1951,City,6298.282349,2016664273
16518,MMNH:Mamm:16518,https://arctos.database.museum/guid/MMNH:Mamm:16518,44.9695,-96.3591,M,Soricidae,Blarina brevicauda,Lac qui parle,1991,11668.52547,668.0400609,81.06289106,4077.60239,6694.247311,1315.084915,0.126865501,1.138057381,5.805613143,174.5363963,0.091000566,1.573787028,5.724127124,459.5201728,79.73859945,1.921809001,0.298382858,1.555619118,12.04,7.39,13.35,135,29,17,8924,Marietta (Madison),1951,City,6298.282349,2016664273
8100,MMNH:Mamm:8100,https://arctos.database.museum/guid/MMNH:Mamm:8100,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Pine,1967,5977.825715,531.7656835,101.1317302,3272.718301,6123.818311,1714.240058,0.40307105,2.327120423,12.48329504,358.9054062,0.173505164,3.013291267,14.2921161,147.6248086,27.3069904,1.447366578,0.578811504,49.4097179,10.26,5.78,9.28,120,43,13,16821,,NA,,NA,3711641896
2699,MMNH:Mamm:2699,https://arctos.database.museum/guid/MMNH:Mamm:2699,46.475,-96.2803,M,Soricidae,Blarina brevicauda,Wilkin,1949,24484.67391,447.6968867,84.06542246,2041.276054,4371.363148,1067.225783,0.097521306,4.831232513,3.877302257,136.7342398,0.124097863,1.933890519,39.30837911,129.4169766,126.1738854,0.847587504,0.564351106,27.95236461,11.86,6.81,12.59,120,25,15,10567,Rothsay,419,City,1.549249527,1947313196
14535,MMNH:Mamm:14535,https://arctos.database.museum/guid/MMNH:Mamm:14535,45.3305,-96.3625,F,Soricidae,Blarina brevicauda,Big stone,1982,3842.583853,934.4660941,36.12495999,6546.645152,10387.42935,1261.46525,0.080572827,0.454615797,10.45638222,146.4112508,0.148136023,23.49209518,13.2998486,127.1251207,6.137496225,2.727582311,1.310891247,2.321568568,11.95,6.67,12.56,120,24,16,7716,Ortonville,2548,City,7038.201047,1368994098
16694,MMNH:Mamm:16694,https://arctos.database.museum/guid/MMNH:Mamm:16694,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Pine,1986,2443.834731,386.8164353,108.1831473,1996.680167,3242.633922,1301.848382,0.910301673,1.029971581,24.42222034,189.1305938,0.131641891,3.260003692,12.98241627,119.1673127,9.393475565,1.592551793,0.56549084,11.59940562,10.57,5.82,9.26,116,40,12,NA,,NA,,NA,3711641896
17927,MMNH:Mamm:17927,https://arctos.database.museum/guid/MMNH:Mamm:17927,45.5819,-95.5363,M,Soricidae,Blarina brevicauda,Pope,1998,2950.773365,674.794207,42.2078331,5447.000777,6263.196819,1090.922567,0.107717061,0.527293748,14.10577122,210.1340877,0.237278194,5.687152641,9.272599831,118.157495,203.3632552,2.082069974,0.284280924,3.919401881,11.63,7.07,13.32,130,26,15,NA,Starbuck,NA,City,3641.950573,1857325333
17925,MMNH:Mamm:17925,https://arctos.database.museum/guid/MMNH:Mamm:17925,47.5969,-95.9769,F,Soricidae,Blarina brevicauda,Polk,1998,4421.656218,781.9789006,30.21782849,8350.41364,9056.118036,1016.253353,0.026053293,0.312197665,12.39598046,144.1147144,0.126395612,12.98879578,11.55438194,109.3336796,2.681671198,1.493604819,0.301337613,1.522643385,12.38,7.18,13.03,127,24,15,NA,Winger,NA,City,6812.243408,5177876132
8598,MMNH:Mamm:8598,https://arctos.database.museum/guid/MMNH:Mamm:8598,48.0895,-97.0361,F,Soricidae,Blarina brevicauda,Polk,1967,21068.24982,703.7107824,139.0193405,2931.952431,4531.228487,1634.712345,0.414565225,1.415244203,12.90783017,266.8285861,0.156786109,0.97936909,5.672182863,90.53013822,16.91625974,1.155311187,0.30788911,7.192403411,11.32,6.68,12.15,119,25,16,34435,Alvarado,302,City,11839.86825,5177876132
14410,MMNH:Mamm:14410,https://arctos.database.museum/guid/MMNH:Mamm:14410,47.7274,-96.8185,M,Soricidae,Blarina brevicauda,Polk,1979,3222.546781,648.4321804,40.77244356,5770.194191,7436.705555,1308.965419,0.085968531,0.500088047,19.39004473,214.8795985,0.172946894,2.164064937,16.83903385,117.2684054,6.391968299,2.73617902,0.481006093,5.005127109,11.52,6.79,12.59,115,26,17,34844,Township of Roome,215,Township,5744.645284,5177876132
3236,MMNH:Mamm:3236,https://arctos.database.museum/guid/MMNH:Mamm:3236,47.49267,-96.28,F,Muridae,Peromyscus leucopus,Polk,1946,4788.282558,1022.290568,223.8301943,7069.528497,9361.737573,16747.60255,<LOD,2.045702628,9.660930681,466.5241556,0.241320896,2.786258418,184.4362683,247.9889955,13272.34512,1.547946373,1.396765771,35.54316906,15.58,7.96,11.43,172,76,21,35900,Fertile,890,City,4831.467239,5177876132
161,MMNH:Mamm:161,https://arctos.database.museum/guid/MMNH:Mamm:161,45.3039,-93.5669,M,Muridae,Peromyscus leucopus,Sherburne,1916,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25,8.04,11.51,156,69,20,8136,Elk River,859,City,3.322195793,1166570842
18318,MMNH:Mamm:18318,https://arctos.database.museum/guid/MMNH:Mamm:18318,47.1708,-94.9092,F,Soricidae,Blarina brevicauda,Hubbard,1999,2811.826232,883.081061,148.698457,6181.277826,9516.322529,1305.563608,0.168834499,1.353556385,10.69328886,207.8418835,0.137971422,4.768690746,9.30340442,866.4874093,6.075221179,1.192048295,0.281524995,9.024158595,11.28,6.64,12.21,104,19,14,NA,Lake George,NA,Populated Pl,7093.624376,2588109757
3293,MMNH:Mamm:3293,https://arctos.database.museum/guid/MMNH:Mamm:3293,44.2778,-96.3334,F,Soricidae,Blarina brevicauda,Lincoln,1952,38580.61144,650.561293,32.43740294,4353.357853,5612.00191,663.5172622,0.145421743,0.351798429,5.203155007,156.175363,0.156077306,1.024236069,10.15197668,70.11233596,26.25014916,1.397841837,0.178203683,15.77761144,11.28,6.76,13.03,118,25,16,10150,Lake Benton,863,City,4129.047681,1421651945
3294,MMNH:Mamm:3294,https://arctos.database.museum/guid/MMNH:Mamm:3294,44.2924,-96.2916,M,Soricidae,Blarina brevicauda,Lincoln,1952,24623.30328,503.1975995,72.93309861,2791.632811,6178.431594,1110.639581,0.344888489,1.537801432,9.482561853,295.847913,0.173009923,1.772537206,22.50492355,88.67179494,95.55203085,1.090194983,0.480470215,21.71348384,13.08,6.77,13.49,131,31,12,10150,Lake Benton,863,City,3495.76944,1421651945
8922,MMNH:Mamm:8922,https://arctos.database.museum/guid/MMNH:Mamm:8922,43.6263,-95.3597,M,Soricidae,Blarina brevicauda,Jackson,1968,26538.14827,719.8251718,70.24699846,4307.99789,6904.022527,773.6884305,0.207721982,0.701864563,8.067183804,409.031198,0.174949267,1.262423214,12.82225538,1833.023955,9.512113896,1.437394365,6.572648661,14.86369887,12.48,6.85,13.72,135,33,17,14352,Brewster,563,City,11888.68291,1862636444
1183,MMNH:Mamm:1183,https://arctos.database.museum/guid/MMNH:Mamm:1183,45.315,-95.5997,,Soricidae,Blarina brevicauda,Swift,1936,2366.547268,625.9660806,29.04309715,3021.347406,4052.249563,1126.928497,0.129620074,2.79700086,6.586886449,237.0941343,0.111061363,3.991508997,17.71056156,138.8095353,1512.315522,2.101674812,0.781979474,18.0313171,12.52,6.93,13.52,134.6,30.5,17.8,15469,Benson,2729,City,1.587751343,1948379798
7624,MMNH:Mamm:7624,https://arctos.database.museum/guid/MMNH:Mamm:7624,46.6339,-95.9665,F,Sciuridae,Sciurus carolinensis,Ottertail,1966,33978.36658,126.4093978,10.70083181,1657.054588,3294.144088,194.9309958,<LOD,0.199953477,0.764163643,30.44367279,0.025876649,1.345147665,5.058419021,36.46157484,32.38634926,0.327936121,0.216993251,4.195609488,34.57,18.64,27.35,470,187,65,46097,Pelican Rapids,1835,City,11339.88628,5762613948
7626,MMNH:Mamm:7626,https://arctos.database.museum/guid/MMNH:Mamm:7626,46.663,-95.9252,M,Sciuridae,Sciurus carolinensis,Ottertail,1966,19665.6255,198.4229335,10.52113447,1894.891732,2072.093744,358.729321,<LOD,0.356386679,2.971253828,26.21162382,0.020304224,0.463546034,6.725302649,41.0104516,69.3723865,0.74976309,0.214386771,1.844012064,35.52,18.81,27.57,468,204,60,46097,Vergas,281,City,9228.443719,5762613948
12322,MMNH:Mamm:12322,https://arctos.database.museum/guid/MMNH:Mamm:12322,44.5892,-94.96,M,Soricidae,Blarina brevicauda,Renville,1973,3471.463981,627.9128745,82.22623337,4144.269319,6682.509411,1168.71515,0.163747103,1.244332752,13.29050991,178.9756418,0.315002792,89.78323679,53.66858593,139.3494913,86.88431968,1.306988285,0.486653767,11.5360931,11.99,6.44,14.06,121,27,17,21139,Morton,591,City,4618.804175,2556556345
13144,MMNH:Mamm:13144,https://arctos.database.museum/guid/MMNH:Mamm:13144,44.59485,-94.97407,F,Soricidae,Blarina brevicauda,Renville,1974,2376.934341,605.571942,64.50288208,1962.86557,4321.35502,1681.3445,0.146448017,9.862515417,16.77539317,184.1865553,0.256984681,29.51645885,13.37858278,135.7464358,9.62504197,2.101539709,1.480615235,11.74524568,11.22,6.67,12.6,112,20,13,21139,Morton,NA,City,4894.924989,2556556345
13212,MMNH:Mamm:13212,https://arctos.database.museum/guid/MMNH:Mamm:13212,44.58037,-95.05509,M,Muridae,Peromyscus leucopus,Renville,1974,2538.692101,798.8212456,34.31297117,4559.536957,6789.672906,779.1207192,0.045968661,1.134970679,12.75921131,127.0449736,0.098354961,2.998032952,12.25119666,94.3657565,11.88777356,1.178628032,0.221766005,23.75000419,15.12,7.81,11.79,158,72,20,21139,Morton,NA,City,6488.674093,2556556345
536,MMNH:Mamm:536,https://arctos.database.museum/guid/MMNH:Mamm:536,45.3039,-93.5669,M,Muridae,Peromyscus leucopus,Sherburne,1920,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,7.77,11.6,140,58,19.5,9651,Elk River,983,City,3.322195793,1166570842
544,MMNH:Mamm:544,https://arctos.database.museum/guid/MMNH:Mamm:544,45.3039,-93.5669,F,Muridae,Peromyscus leucopus,Sherburne,1920,2154.448245,607.4832483,105.003653,2954.1641,4000.53591,804.9082975,1.308330614,1.754807428,14.10124749,191.8238019,0.110534001,1.687725703,18.60074701,108.3115333,44074.20172,0.489582799,0.249545352,37.50379373,14.48,8.27,11.39,165,76,19,9651,Elk River,983,City,3.322195793,1166570842
8921,MMNH:Mamm:8921,https://arctos.database.museum/guid/MMNH:Mamm:8921,43.6262,-95.3698,F,Soricidae,Blarina brevicauda,Jackson,1964,40563.18386,395.86534,81.08910587,3197.389238,5273.689108,789.3538597,0.271177776,0.769757566,4.089315861,152.5373079,0.087274456,0.782082013,7.584398531,540.6932965,22.10671024,0.937094776,4.582581153,8.127051576,11.78,6.98,13.35,132,29,16.5,15501,Brewster,500,City,11309.54242,1862636444
539,MMNH:Mamm:539,https://arctos.database.museum/guid/MMNH:Mamm:539,45.3039,-93.5669,M,Muridae,Peromyscus leucopus,Sherburne,1928,1310.407035,443.0030719,263.683414,1874.730624,2993.350511,1627.926925,0.981637672,3.705193065,26.43767862,566.6338627,0.24086406,1.179539682,25.6213519,262.9569278,26337.19519,0.731097991,0.686102708,62.81445267,13.4,7.76,12.23,149,61,20,9709,Elk River,1026,City,3.322195793,1166570842
3207,MMNH:Mamm:3207,https://arctos.database.museum/guid/MMNH:Mamm:3207,46.0556,-94.3535,M,Muridae,Peromyscus leucopus,Morrison,1951,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.09,8.32,12.01,166,75,21,25832,Little Falls,6717,City,8827.700178,2985702605
11954,MMNH:Mamm:11954,https://arctos.database.museum/guid/MMNH:Mamm:11954,45.98373,-93.6675,F,Sciuridae,Sciurus carolinensis,Mille lacs,1972,977.5878304,264.2490516,5.536933504,1663.72635,1855.623983,377.1122291,0.020989951,0.214893786,4.371079978,53.81258233,0.064799588,2.091939408,4.91976432,26.32436516,6.09765643,0.303474125,0.057722578,1.809845302,34.36,19.18,27.25,494,216,67,15703,Onamia,670,City,9647.9705,1763343637
2662,MMNH:Mamm:2662,https://arctos.database.museum/guid/MMNH:Mamm:2662,43.7183,-96.2326,M,Soricidae,Blarina brevicauda,Rock,1949,23493.48675,479.2674763,73.53584921,3098.49146,4373.36615,1064.491114,0.245025546,1.187646606,11.24564849,240.3021897,0.170807391,1.094955243,28.78460154,87.32907703,50.71518061,1.299920229,1.153490716,9.142165341,12.46,7.24,13.36,127,30,18,11278,Hardwick,297,City,6854.011852,1251104326
4718,MMNH:Mamm:4718,https://arctos.database.museum/guid/MMNH:Mamm:4718,45.9747,-94.76147,F,Muridae,Peromyscus leucopus,Todd,1958,2851.230942,615.8491382,65.53823255,3076.39073,5757.70752,1049.42522,0.224839173,1.542042808,21.1721013,248.8487397,0.157944831,1.667446433,18.03791097,96.44231174,144.6153097,0.596726876,0.450132449,12.21243691,13.57,8.03,12.13,186,85,21,23119,Long Prairie,2414,City,8043.854744,2536466004
4763,MMNH:Mamm:4763,https://arctos.database.museum/guid/MMNH:Mamm:4763,45.9747,-94.71994,M,Sciuridae,Sciurus carolinensis,Todd,1959,1465.038584,223.6350616,38.94745269,1387.709361,1953.616086,442.022205,0.085753439,1.174759802,2.670817716,131.9185216,0.430982165,18.19312974,10.95384233,41.65526288,183.8574819,0.269510896,0.600205112,18.62535194,34.98,19.26,28.58,523,237,74,23119,Swanville,342,City,9302.050115,2536466004
14602,MMNH:Mamm:14602,https://arctos.database.museum/guid/MMNH:Mamm:14602,43.896,-96.3621,F,Muridae,Peromyscus leucopus,Pipestone,1982,5402.341913,734.6212227,169.3964756,5204.620946,6782.953116,1622.29458,0.236588522,2.447692789,38.45116419,243.1955327,0.161562254,4.343844046,13.37029758,105.050867,55.85508337,1.217919956,0.494876006,11.18116157,15.22,7.69,11.36,155,63,21,11690,Ihlen,129,City,1306.643652,1208091510
715,MMNH:Mamm:715,https://arctos.database.museum/guid/MMNH:Mamm:715,NA,NA,F,Soricidae,Blarina brevicauda,Watonwan,1912,1859.707944,412.7948228,59.15993206,2468.972367,4943.733595,892.2719785,0.421158379,1.232850613,12.14624494,212.9304842,0.221124644,1.123998461,18.26255914,129.5401286,94233.52294,1.708357547,0.24247656,73.73084012,12.04,6.24,12.36,130,28,16,11382,,NA,,NA,1138197262
3403,MMNH:Mamm:3403,https://arctos.database.museum/guid/MMNH:Mamm:3403,45.44686,-93.2475,F,Muridae,Peromyscus leucopus,Isanti,1953,39136.4694,417.3849624,57.69474907,4388.641179,6032.635906,434.2550701,0.604432494,0.75920257,4.619030791,136.3272204,0.115910323,1.491513512,25.21829798,74.30293797,516.0770047,0.46319017,0.498479059,12.92355544,14.98,7.9,11.54,140,70,16,12123,Isanti,422,City,4823.901611,1168461203
