specimenID,GUID_triplet,GUID_url,latitude,longitude,putative_sex,Family,Latin_name,County,year_collected,Na,Mg,Al,P,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Cd,Pb,skull_length,skull_height,skull_width,total_length,tail_length,hindfoot,county_decade_pop,closest_pop,closest_pop_size_atTime,pop_type,distance_to_pop,county_area_m
5921,MMNH:Mamm:5921,https://arctos.database.museum/guid/MMNH:Mamm:5921,44.53134,-94.52252,F,Soricidae,Blarina brevicauda,Sibley,1958,1956.381547,460.275824,145.5347876,3059.873442,5767.867485,1769.490092,0.236493087,1.51287787,6.735450242,178.7826342,0.330466313,5.681674919,59.28297155,105.222234,348.3891628,1.411849059,0.417038295,16.08249218,12.19,7.03,13.99,140,31,17,16228,Gibbon,896,City,402.2335837,1554555076
14538,MMNH:Mamm:14538,https://arctos.database.museum/guid/MMNH:Mamm:14538,43.663,-93.7738,F,Soricidae,Blarina brevicauda,Faribault,1982,2469.427221,678.9153546,130.1594542,4330.777861,7236.219889,1352.153058,0.236077929,0.71992495,24.21199058,167.9751622,0.193487311,46.21663843,25.97957326,121.4943938,13.53296953,2.113941312,0.444964695,2.481701188,11.97,6.51,12.69,126,23,16,19714,Wells,2777,City,9923.072674,1868154590
2284,MMNH:Mamm:2284,https://arctos.database.museum/guid/MMNH:Mamm:2284,NA,NA,M,Vespertilionidae,Eptesicus fuscus,Fillmore,1947,28531.58925,315.9558273,28.50236137,3189.839592,3968.95715,544.7987597,0.200676671,0.789777245,2.417451646,120.3562702,0.084460223,1.548147909,13.9194232,65.53575358,285.3133465,1.633941169,4.53879136,12.83445117,9.34,5.32,8.91,108,38,12,24465,,NA,,NA,2231678596
2285,MMNH:Mamm:2285,https://arctos.database.museum/guid/MMNH:Mamm:2285,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Fillmore,1947,41044.91182,250.4917816,83.07945587,2082.859689,2865.524644,493.1982095,0.332119104,1.729610386,4.996860319,357.2600473,0.187579287,1.993593932,12.44384564,58.54415178,528.7953171,0.584984858,1.738682934,22.29017008,10.03,5.18,8.7,114,42,12,24465,,NA,,NA,2231678596
2286,MMNH:Mamm:2286,https://arctos.database.museum/guid/MMNH:Mamm:2286,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Fillmore,1947,47737.91826,434.3823296,42.37422791,3293.71976,4836.410603,1016.011485,0.378474331,0.579356506,4.742280293,248.6027826,0.076333965,1.1931878,10.98577897,68.7734422,142.9589527,1.66258565,6.668529751,15.22689115,9.61,5.51,8.73,116,43,13,24465,,NA,,NA,2231678596
2507,MMNH:Mamm:2507,https://arctos.database.museum/guid/MMNH:Mamm:2507,43.6428,-92.2147,M,Soricidae,Blarina brevicauda,Fillmore,1948,26457.31453,365.2453269,35.61701208,2662.547793,3382.840639,697.6446382,0.132351113,1.169804784,7.045317092,118.6518095,0.106814869,0.625975133,3603.236692,77.96888747,161.9646916,0.974122806,0.109486001,2.92838666,11.73,6.66,12.65,117,20,15,24465,Wykoff,509,City,8348.414697,2231678596
5589,MMNH:Mamm:5589,https://arctos.database.museum/guid/MMNH:Mamm:5589,43.7594,-91.3464,M,Soricidae,Blarina brevicauda,Houston,1961,2564.331092,704.7749293,61.10482378,4471.460168,5426.26038,818.4694427,0.190047764,0.661638266,17.89482789,247.4014806,0.334048454,3.5127851,11.34412519,95.20653812,12.07832329,0.951585451,0.402999495,7.296138782,11.59,7.23,13.28,131,30,16,16588,Hokah,685,City,4.352762811,1472819841
1166,MMNH:Mamm:1166,https://arctos.database.museum/guid/MMNH:Mamm:1166,43.5553,-92.01,,Sciuridae,Sciurus carolinensis,Fillmore,1935,5458.411907,313.0240148,20.39287389,2026.08443,2639.425423,432.299097,0.540846825,0.518055771,6.496133386,56.32854874,0.174269549,26.72871379,24.51589663,85.95549546,22187.45528,0.396515592,0.925256869,14.78978105,33.58,19.94,27.1,495.3009906,222.2504445,68.58013716,25830,Harmony,890,City,2.465595173,2231678596
2356,MMNH:Mamm:2356,https://arctos.database.museum/guid/MMNH:Mamm:2356,43.8981,-96.3639,F,Soricidae,Blarina brevicauda,Pipestone,1947,22126.92359,497.4492958,4933.92766,3541.729514,10309.69796,957.9204347,0.221987592,4.841332354,8.575206326,586.10582,0.171106536,1.660887959,118.3554776,103.3008718,444.5139693,1.306606768,0.202781848,16.06070611,12.34,7.08,13.48,131,26,15,14003,Ihlen,135,City,1042.964864,1208091510
2357,MMNH:Mamm:2357,https://arctos.database.museum/guid/MMNH:Mamm:2357,43.8981,-96.3639,F,Soricidae,Blarina brevicauda,Pipestone,1947,34578.14909,403.0342043,26.66546554,2708.802126,6300.323224,965.4219506,<LOD,0.491422332,4.402618446,179.5418902,0.090948744,0.734897279,81.81457597,99.5573239,277.0795553,1.440092372,0.157585245,7.713830115,12.19,6.78,12.21,119,33,16,14003,Ihlen,135,City,1042.964864,1208091510
7943,MMNH:Mamm:7943,https://arctos.database.museum/guid/MMNH:Mamm:7943,46.5006,-93.8592,M,Soricidae,Blarina brevicauda,Crow wing,1966,42681.3846,438.9125428,24.10371649,2740.262105,4409.713581,857.2148796,0.152609457,0.455513979,15.70230573,159.9786602,0.408337555,0.763178828,8.850603719,84.86718787,80.29999568,1.271248872,0.588031534,2.648569599,12.09,6.89,13.02,127,23,16,34826,Deerwood,448,City,4259.535896,2993867574
7948,MMNH:Mamm:7948,https://arctos.database.museum/guid/MMNH:Mamm:7948,46.3192,-94.088,F,Soricidae,Blarina brevicauda,Crow wing,1966,55589.7456,2235.147591,15.48394005,5343.302569,6249.062738,1768.43033,0.051285261,0.353771835,57.73369716,109.3107326,0.207517174,0.595088453,7.807150939,115.0714736,263.8532847,1.52555542,0.767392025,2.090468399,11.48,6.81,12.58,122,24,15,34826,Brainerd,11667,City,9679.904118,2993867574
11928,MMNH:Mamm:11928,https://arctos.database.museum/guid/MMNH:Mamm:11928,46.56634,-94.1725,F,Soricidae,Blarina brevicauda,Crow wing,1972,2170.195947,657.7266606,31.72351565,3115.128362,4229.907168,950.6170871,0.041545968,0.881213313,6.654393051,155.8912336,0.095605027,4.350648246,8.92673594,128.1330453,43.74273652,1.529716368,0.328042269,7.280397021,11.91,6.74,13.3,110,20,15,34826,Breezy Point,233,City,6537.264423,2993867574
11953,MMNH:Mamm:11953,https://arctos.database.museum/guid/MMNH:Mamm:11953,46.56634,-94.1725,M,Sciuridae,Sciurus carolinensis,Crow wing,1972,3027.135533,408.5699581,14.38052901,3171.438547,6015.547806,330.6769621,0.038851952,0.828928266,2.812383474,76.58608338,0.04282064,3.307518889,7.566343213,37.70076056,10.59893596,0.254968957,0.506695201,5.52299316,34.39,18.71,26.21,482,210,66,34826,Breezy Point,233,City,6537.264423,2993867574
14704,MMNH:Mamm:14704,https://arctos.database.museum/guid/MMNH:Mamm:14704,43.5766,-95.7488,M,Soricidae,Blarina brevicauda,Nobles,1983,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75,6.84,13.01,128,25,18,21840,Rushmore,387,City,6320.775459,1872267194
14714,MMNH:Mamm:14714,https://arctos.database.museum/guid/MMNH:Mamm:14714,43.5766,-95.7488,M,Muridae,Peromyscus leucopus,Nobles,1983,2247.605193,697.1979184,220.2124808,4659.768647,6153.240791,1222.265057,0.402778703,0.778575842,28.21581681,400.6178981,0.234797193,5.86142016,12.70318494,106.8594926,37.18314872,1.582989485,0.142690869,9.716034972,15.66,7.96,11.89,178,77,22,21840,Rushmore,387,City,6320.775459,1872267194
2963,MMNH:Mamm:2963,https://arctos.database.museum/guid/MMNH:Mamm:2963,48.2897,-92.4742,F,Soricidae,Blarina brevicauda,St. Louis,1950,23286.26195,501.581703,18.30311506,2172.488504,4323.634136,1281.29122,<LOD,1.914964593,4.201616426,126.45065,0.178565768,4.603232772,20.17573034,120.4268319,1321.472803,1.678977955,1.410398799,6.771364979,11.62,6.46,12.1,111,25,16,206062,Township of Crane Lake (Orr Village),309,Township,2766.402963,17451037320
2969,MMNH:Mamm:2969,https://arctos.database.museum/guid/MMNH:Mamm:2969,48.2897,-92.4742,F,Soricidae,Blarina brevicauda,St. Louis,1950,27840.95639,527.5513563,31.11158153,2081.952123,3838.967207,1229.782495,0.123661989,0.45976978,3.78145576,140.2104124,0.103587115,1.441123014,16.90592325,131.026195,70.70187224,1.275855916,0.521123642,6.594082816,11.74,6.5,12.39,119,25,16,206062,Township of Crane Lake,309,Township,2766.402963,17451037320
3689,MMNH:Mamm:3689,https://arctos.database.museum/guid/MMNH:Mamm:3689,48.0623,-92.1784,F,Soricidae,Blarina brevicauda,St. Louis,1954,51615.60531,975.7794388,26.29298708,4989.884001,5947.529045,270.7868075,0.131135641,0.50960983,4.929609867,199.4031082,0.121494143,1.022203,40.42339675,60.70627649,71.0848233,1.045013045,0.813849391,7.292035716,11.77,6.54,12.5,117,20,15,206062,Soudan (Tower),773,Populated Pl,27692.97265,17451037320
11671,MMNH:Mamm:11671,https://arctos.database.museum/guid/MMNH:Mamm:11671,43.70536,-91.55831,F,Muridae,Peromyscus leucopus,Houston,1972,3277.281054,528.9690456,91.38811655,3323.624928,6164.691108,849.412573,0.423124383,1.518967035,8.799110659,184.6852786,0.229329897,27.90580367,22.69013249,105.8414824,75.63070065,0.614041231,0.866356957,13.56445161,16.24,8.11,11.65,171,74,21,17556,Township of Sheldon,361,Township,4105.97203,1472819841
7955,MMNH:Mamm:7955,https://arctos.database.museum/guid/MMNH:Mamm:7955,43.8017,-95.608,M,Soricidae,Blarina brevicauda,Nobles,1966,29408.11658,384.2138154,59.64106839,2541.774151,5402.07578,954.4995114,0.180222835,6.451525639,4.309822017,136.4463307,0.093029687,0.537808055,6.140580379,105.0080964,48.09704673,0.900292435,0.206719344,8.66078651,12.53,7.02,12.88,113,23,17,23208,Fulda,NA,City,7679.042314,1872267194
7953,MMNH:Mamm:7953,https://arctos.database.museum/guid/MMNH:Mamm:7953,46.8404,-92.2741,M,Soricidae,Blarina brevicauda,St. Louis,1966,12145.7398,1013.237335,581.5824226,2272.594133,3241.558689,1202.191966,1.627623113,2.102729699,31.3952055,1041.657154,0.670105255,1.63922105,6.696362997,274.6818512,15.01721738,1.03334409,0.470222381,21.77485708,12.11,6.58,12.66,120,27,15,220693,Township of Canosia,NA,Township,1505.61173,17451037320
2847,MMNH:Mamm:2847,https://arctos.database.museum/guid/MMNH:Mamm:2847,43.70341,-94.53133,M,Soricidae,Blarina brevicauda,Martin,1940,2048.524045,695.2758578,64.03478189,2166.444671,4153.006514,14444.03793,0.318579365,1.200507569,6.519361544,166.3173796,0.145933811,2.163666434,12.85324621,135.2979692,11143.43091,2.04326636,0.597741544,30.39159967,11.59,7.05,10.31,125,25,16,24656,Fairmont,6988,City,8039.933053,1888317691
3779,MMNH:Mamm:3779,https://arctos.database.museum/guid/MMNH:Mamm:3779,45.3197,-94.98175,M,Soricidae,Blarina brevicauda,Kandiyohi,1955,15515.00732,423.388204,87.74372423,3848.370758,5070.121313,406.4743159,0.289854387,1.46670939,12.06429045,244.4589894,0.140016477,0.363812334,680.6320733,43.7881189,34.52279349,1.876049304,0.086573462,8.289073797,11.83,6.74,12.92,128,22,15,29987,New London,1831,City,3616.606625,2233379333
19012,MMNH:Mamm:19012,https://arctos.database.museum/guid/MMNH:Mamm:19012,NA,NA,,Soricidae,Blarina brevicauda,Carlton,2004,5716.868675,1075.055003,68.25773674,5390.934121,9621.305759,2031.537843,0.060813301,0.520825423,17.56003827,134.9849348,0.081099856,0.931192962,6.995833724,187.8777915,14.37633303,2.616619609,0.369978403,2.306055732,11.88,6.64,12.85,110,26,21,NA,,NA,,NA,2265127052
4941,MMNH:Mamm:4941,https://arctos.database.museum/guid/MMNH:Mamm:4941,NA,NA,M,Vespertilionidae,Eptesicus fuscus,Martin,1959,842.3852336,438.2919101,439.1138224,2134.767017,3233.425109,1371.342878,0.662895198,1.318137962,15.28915856,297.9696384,0.144400057,1.40719019,14.07206423,93.09480461,106.548423,3.313957198,0.87520917,47.12784251,10.25,5.37,8.61,123,53,11,26986,,NA,,NA,1888317691
1970,MMNH:Mamm:1970,https://arctos.database.museum/guid/MMNH:Mamm:1970,NA,NA,M,Sciuridae,Sciurus carolinensis,Lesueur,1946,12022.89749,316.9794429,21.3541183,2419.341454,4411.588013,449.3711687,0.135023039,0.400027796,5.183064795,70.04111922,0.051904879,0.434961377,5.140759645,38.46000245,492.2069612,0.75971471,0.094911067,11.28705984,33.9,19,26.22,495.3009906,215.9004318,69.8501397,19088,,NA,,NA,1226286586
19013,MMNH:Mamm:19013,https://arctos.database.museum/guid/MMNH:Mamm:19013,NA,NA,,Soricidae,Blarina brevicauda,Carlton,2005,5061.680904,966.9418497,51.21046763,5869.555775,8904.15802,1494.755278,0.016028782,0.358463261,6.735104044,67.4556692,0.035603827,2.978959777,5.690870006,279.249262,6.13492903,1.792860201,0.159400024,124.9598944,12.11,7.11,13.44,116,26,16,NA,,NA,,NA,2265127052
19088,MMNH:Mamm:19088,https://arctos.database.museum/guid/MMNH:Mamm:19088,NA,NA,,Soricidae,Blarina brevicauda,Carlton,2005,3771.285819,888.4559621,33.11590292,5821.253572,7837.015591,1404.535957,0.031396743,1.458483416,9.23276372,69.23367073,0.05529276,0.842361265,5.4648271,151.178093,1.164554545,2.225574617,0.064437863,7.606605959,12.36,7.11,12.89,118,25,17,NA,,NA,,NA,2265127052
19089,MMNH:Mamm:19089,https://arctos.database.museum/guid/MMNH:Mamm:19089,NA,NA,,Soricidae,Blarina brevicauda,Carlton,2005,3928.492282,813.7652081,61.32751615,5715.854711,8552.185702,1207.904755,0.068112165,0.386812683,19.33656704,164.8285512,0.079568534,2.930176186,8.375370161,150.0693366,4.283899487,1.895185388,0.065217322,1.3809022,12.06,7.3,12.49,109,18,15,NA,,NA,,NA,2265127052
1301,MMNH:Mamm:1301,https://arctos.database.museum/guid/MMNH:Mamm:1301,44.5111,-92.3564,M,Muridae,Peromyscus leucopus,Goodhue,1938,10787.31917,542.8865746,325.8422455,2518.563626,4578.961064,1494.473433,3.572167775,5.695115237,19.25426863,573.8812983,0.535839198,27.03339521,82.54377603,206.1778947,17024.75521,1.006512367,3.069982813,180.0475875,15.63,8.66,11.68,178.51,74.66,18.6,31564,Frontenac (Florence township),736,Populated Pl,129.8731287,2019757823
1314,MMNH:Mamm:1314,https://arctos.database.museum/guid/MMNH:Mamm:1314,44.5111,-92.3564,,Muridae,Peromyscus leucopus,Goodhue,1938,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05,7.71,11.89,170,80,20,31564,Frontenac (Florence township),736,Populated Pl,129.8731287,2019757823
4434,MMNH:Mamm:4434,https://arctos.database.museum/guid/MMNH:Mamm:4434,45.1608,-93.2347,F,Muridae,Peromyscus leucopus,Anoka,1932,20724.78371,612.4906145,43.39116927,3751.552197,5319.011564,514.724637,1.099601017,1.435455185,13.96238144,160.1597414,0.106955633,2.589046498,15.58032881,115.4049763,36944.09652,0.983240549,1.265524136,32.13862651,15.96,8.04,11.88,164,66,19,18415,Blaine,506,City,3.570278056,1153667757
1213,MMNH:Mamm:1213,https://arctos.database.museum/guid/MMNH:Mamm:1213,44.7133,-93.4225,M,Sciuridae,Sciurus carolinensis,Scott,1937,6610.878826,404.6041724,89.78349067,1692.263267,2698.141293,890.2712864,0.449017684,1.205959068,10.19062879,222.6447356,0.313862534,31.61897725,52.25216325,75.33857641,10938.27524,0.357858379,0.787910258,74.79775572,33.69,18.95,24.15,439.4208788,196.8503937,60.96012192,15585,Prior Lake,549,City,3.222827549,953065244.3
4161,MMNH:Mamm:4161,https://arctos.database.museum/guid/MMNH:Mamm:4161,44.2315,-92.6415,F,Soricidae,Blarina brevicauda,Goodhue,1957,2182.745001,482.4278272,81.9782625,1962.546424,4587.062312,1135.022423,0.253988806,1.220014378,6.583448768,244.349516,0.131863997,2.962335319,17.12558861,114.184065,197.8042388,0.943284741,0.610664813,9.458255781,12.54,7.05,13.05,126,30,17,33035,Pine Island,1308,City,3364.686669,2019757823
4938,MMNH:Mamm:4938,https://arctos.database.museum/guid/MMNH:Mamm:4938,NA,NA,M,Vespertilionidae,Eptesicus fuscus,Goodhue,1958,1801.103969,399.1565099,64.52175871,1957.373395,3244.025019,970.2997017,0.641629102,1.641136055,71.0886209,373.4056186,0.204229621,2.213059964,15.84456865,84.19162322,376.8912122,2.641287823,1.280370655,22.88534637,9.76,5.47,9.16,103,41,12,33035,,NA,,NA,2019757823
5908,MMNH:Mamm:5908,https://arctos.database.museum/guid/MMNH:Mamm:5908,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Goodhue,1958,1939.824134,1424.216349,221.6710779,1923.66963,3475.71388,2095.776846,0.877110699,2.293175187,44.67383763,893.0149197,0.348499295,2.133359702,16.59281022,81.95616074,797.4768408,1.401617311,1.294107839,31.95356933,9.83,5.44,8.78,110,45,14,33035,,NA,,NA,2019757823
7628,MMNH:Mamm:7628,https://arctos.database.museum/guid/MMNH:Mamm:7628,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Brown,1966,56836.61195,294.6718289,36.53477379,2149.736443,3276.544639,604.9376103,0.181719748,0.655520493,6.563543033,152.2372716,0.11384435,2.340445091,9.366642256,79.77530583,28.75822935,1.375210332,0.174460492,5.356348182,9.73,5.69,9.03,122,41,11,28887,,NA,,NA,1600966056
15056,MMNH:Mamm:15056,https://arctos.database.museum/guid/MMNH:Mamm:15056,47.0823,-96.3163,M,Soricidae,Blarina brevicauda,Clay,1988,3122.221377,705.3132953,140.0670968,3945.805898,6401.023299,1470.867853,0.160811639,0.842799828,24.03190062,143.7518163,0.202011162,4.744133237,8.364183978,98.73425214,15.72126457,1.780570948,0.571079839,3.684184036,11.95,6.74,12.65,128,25,16,50422,Ulen (Hawley),1655,City,4391.3739,2729111868
716,MMNH:Mamm:716,https://arctos.database.museum/guid/MMNH:Mamm:716,44.0214,-91.5564,M,Soricidae,Blarina brevicauda,Winona,1914,2551.243397,525.7860158,131.1639487,4466.85343,5266.196124,470.2546436,0.315903968,1.07949515,11.73477127,379.9345519,0.294773259,1.006456392,27.21254526,63.37801357,43365.28507,1.272178709,0.169497831,45.92641408,12.38,6.77,12.66,137,30,17,33398,Homer,812,Populated Pl,98.21251523,1660523141
724,MMNH:Mamm:724,https://arctos.database.museum/guid/MMNH:Mamm:724,44.0214,-91.5564,M,Muridae,Peromyscus leucopus,Winona,1914,2086.178692,376.7669825,168.2572679,2577.000308,3942.169535,558.2742179,0.56108417,7.41625297,6.349865718,203.2077118,0.168521445,1.541562265,30.29810419,83.93885341,134382.2312,1.174234276,0.193985462,40.4615602,15.5,7.67,12.16,176,74,22,33398,Homer,812,Populated Pl,98.21251523,1660523141
725,MMNH:Mamm:725,https://arctos.database.museum/guid/MMNH:Mamm:725,44.0214,-91.5564,F,Muridae,Peromyscus leucopus,Winona,1914,1501.406412,353.8686736,179.3008212,2018.801683,5266.913719,828.2535223,1.123005077,2.027661879,8.307945476,308.9682003,0.193612706,1.986210943,25.72555604,102.0253107,127076.9429,0.898521305,0.340588369,95.97272198,15.76,7.73,12.23,155,63,20,33398,Homer,812,Populated Pl,98.21251523,1660523141
4345,MMNH:Mamm:4345,https://arctos.database.museum/guid/MMNH:Mamm:4345,NA,NA,M,Vespertilionidae,Eptesicus fuscus,Blue earth,1958,2626.478291,541.7316263,133.2328823,1160.817354,2006.160878,928.5760497,0.827632433,2.1971482,20.75750007,248.4876884,0.236190851,2.068677921,20.22104081,76.71447299,203.5849478,1.078766012,1.512860946,37.803296,9.43,5.7,8.57,109,46,10,44385,,NA,,NA,1981870614
4346,MMNH:Mamm:4346,https://arctos.database.museum/guid/MMNH:Mamm:4346,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Blue earth,1958,2126.943246,443.5073265,87.43793337,1371.043971,2015.596099,1088.249019,0.52244094,1.520250083,12.06360394,237.5899216,0.156088335,1.440180822,11.01365113,149.9235549,284.962957,1.962981107,0.993474393,86.46995797,9.8,5.65,8.96,114,46,11,44385,,NA,,NA,1981870614
2298,MMNH:Mamm:2298,https://arctos.database.museum/guid/MMNH:Mamm:2298,43.8956,-91.3431,M,Muridae,Peromyscus leucopus,Winona,1947,51004.41758,764.4997659,55.06933533,4247.649333,7339.886881,758.4225076,1.026650515,1.491350576,6.234785709,169.6224179,0.390865335,3.338603426,27.02819554,117.8526211,948.6960154,0.932518348,0.182395182,21.56945013,15.99,7.82,11.28,152,64,21,39841,Dakota (Dresbach),730,City,2405.224137,1660523141
1416,MMNH:Mamm:1416,https://arctos.database.museum/guid/MMNH:Mamm:1416,NA,NA,M,Vespertilionidae,Eptesicus fuscus,Washington,1940,13379.16591,240.3435756,18.91151124,1347.459417,2656.87588,792.0882728,2.144371366,1.604118949,35.41426708,143.7979675,0.174080593,7.818321968,21.16475266,85.10518673,48181.91027,1.292377931,1.728144925,19.02190184,10.58,5.62,8.29,108,43,10,26430,,NA,,NA,1096617092
1417,MMNH:Mamm:1417,https://arctos.database.museum/guid/MMNH:Mamm:1417,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Washington,1940,5544.668812,227.4915289,16.63559378,1242.198311,1786.340434,505.3589819,0.742358552,1.190867172,62.71538248,163.9503683,0.11790749,2.912774935,12.04065289,64.7484632,20034.63561,0.945884499,1.091844744,13.93457167,10.37,5.88,8.44,107.5,39,10.5,26430,,NA,,NA,1096617092
16688,MMNH:Mamm:16688,https://arctos.database.museum/guid/MMNH:Mamm:16688,45.5215,-92.9712,M,Soricidae,Blarina brevicauda,Chisago,1987,3824.493226,730.9420841,40.13859493,5491.20812,6281.223666,1809.317002,0.108945395,0.666302821,25.15664377,220.191564,0.147849434,2.780829945,10.6580476,134.824457,10.54667385,2.308408981,0.568021546,4.924003342,11.77,6.76,12.92,131,26,18,30521,North Branch,1867,City,1316.885804,1145381612
2612,MMNH:Mamm:2612,https://arctos.database.museum/guid/MMNH:Mamm:2612,45.4164,-93.1956,F,Muridae,Peromyscus leucopus,Anoka,1948,41876.60106,263.1095271,55.16893242,2648.056476,5527.491952,379.0257458,0.310223974,2.49446983,5.496756805,137.2649977,0.186818178,11.62767422,14.20675982,64.21809077,132.8174736,0.454876152,0.837242607,6.193923144,15.86,8.22,11.78,179,76,21,35579,Township of Athens (Bethel?),250,Township,1955.903062,1153667757
2652,MMNH:Mamm:2652,https://arctos.database.museum/guid/MMNH:Mamm:2652,45.0611,-92.9758,M,Soricidae,Blarina brevicauda,Washington,1949,23248.54126,401.0982208,25.34730788,2672.917604,5690.958576,812.1604157,<LOD,1.213955429,11.95816522,113.0267004,0.117226991,2.827934417,28.11219307,98.07059003,109.5951012,0.869575894,0.880194147,13.37329415,12.5,7.06,13.54,119,31,16,34544,Birchwood Village,312,City,2.719267845,1096617092
5050,MMNH:Mamm:5050,https://arctos.database.museum/guid/MMNH:Mamm:5050,44.91943,-92.83977,F,Soricidae,Blarina brevicauda,Washington,1950,2339.210758,575.182694,112.787668,3072.440836,5749.794434,1072.860466,0.413604538,2.044307284,16.32345623,258.4268087,0.237231962,2.175098047,63.50735803,102.7329061,512.5448369,0.901152491,0.810499233,23.20636746,11.71,6.57,13.28,113,25,15,34544,Afton,1219,City,4823.845991,1096617092
12605,MMNH:Mamm:12605,https://arctos.database.museum/guid/MMNH:Mamm:12605,44.62263,-93.3267,F,Sciuridae,Sciurus carolinensis,Scott,1972,1578.486973,284.5351314,6.209840401,2083.571266,3659.519478,177.2133721,0.013970635,0.636996409,1.161309905,68.37515809,0.03515673,2.511393731,7.262530902,23.45844946,20.82200136,0.160838768,0.217026963,3.876926373,34.81,19.99,26.98,470,220,72,32423,Elko New Market (Elko +New Market Twnshp in 2006),1556,City,6251.668709,953065244.3
12608,MMNH:Mamm:12608,https://arctos.database.museum/guid/MMNH:Mamm:12608,44.62263,-93.3267,M,Sciuridae,Sciurus carolinensis,Scott,1972,1138.467954,252.681902,15.21540773,1396.874291,2725.868838,264.6562587,0.032929979,0.599987192,1.82536714,62.33553988,0.058211755,3.007469132,8.033951419,37.23045445,14.30476656,0.218028956,0.33426752,5.122572779,35.75,18.46,26.6,430,150,71,32423,Elko New Market,1556,City,6251.668709,953065244.3
4230,MMNH:Mamm:4230,https://arctos.database.museum/guid/MMNH:Mamm:4230,NA,NA,F,Vespertilionidae,Eptesicus fuscus,Washington,1958,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.11,5.58,8.68,106,40,13,52432,,NA,,NA,1096617092
15410,MMNH:Mamm:15410,https://arctos.database.museum/guid/MMNH:Mamm:15410,45.1852,-92.9527,F,Soricidae,Blarina brevicauda,Washington,1988,3211.320188,750.2080079,24.56356371,5042.673278,6192.917832,1324.341499,0.038384211,0.443712507,32.22873864,195.139894,0.098043764,4.509520468,8.255066712,122.706018,16.67758278,0.931894462,0.21047579,4.419823883,12.62,7.06,13.33,127,25,16,NA,Hugo,4417,City,4230.336652,1096617092
15420,MMNH:Mamm:15420,https://arctos.database.museum/guid/MMNH:Mamm:15420,45.2139,-92.7582,M,Soricidae,Blarina brevicauda,Washington,1988,3586.826154,703.1619421,73.43914006,5844.557892,8500.596509,1146.814346,0.186644891,2.060896495,29.90145177,440.581298,0.229622487,25.36981449,30.2315317,126.9655228,409.0596401,1.802343733,0.519495057,13.12147642,12,6.74,12.09,113,23,16,NA,Marine on Saint Croix,NA,City,1909.471087,1096617092
15533,MMNH:Mamm:15533,https://arctos.database.museum/guid/MMNH:Mamm:15533,45.1714,-92.7597,M,Muridae,Peromyscus leucopus,Washington,1988,2758.060105,734.3567921,27.1264514,5430.909092,6158.77614,985.8119336,<LOD,0.537614448,16.23585107,134.1843268,0.07848036,4.398307042,13.24861133,94.62963195,13.54160288,0.836227811,0.205073099,2.206106203,15.03,8.61,12.29,160,75,22,NA,Marine on Saint Croix,NA,City,3202.087845,1096617092
13013,MMNH:Mamm:13013,https://arctos.database.museum/guid/MMNH:Mamm:13013,45.1608,-93.2347,F,Soricidae,Blarina brevicauda,Anoka,1975,3138.867053,579.2415692,31.5041346,4006.986541,7296.882155,1016.799045,0.065468962,0.662411436,18.24938261,292.5903941,0.152882432,27.19527934,17.19322254,86.4541704,7.040139044,0.985671146,0.559337977,5.905449635,12.13,7.05,12.99,119,23,16,195998,Blaine,28558,City,3.570278056,1153667757
